country,rank,timestamp,total.total,month,timeRange.start,timeRange.end
UA,1,1704067200000,84797000,2024-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z,2024-02-01T00:00:00.000Z
PL,2,1704067200000,4437000,2024-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z,2024-02-01T00:00:00.000Z
DE,3,1704067200000,3189000,2024-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z,2024-02-01T00:00:00.000Z
US,4,1704067200000,2487000,2024-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z,2024-02-01T00:00:00.000Z
ID,5,1704067200000,1595000,2024-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z,2024-02-01T00:00:00.000Z
CZ,6,1704067200000,1122000,2024-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z,2024-02-01T00:00:00.000Z
IT,7,1704067200000,1082000,2024-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z,2024-02-01T00:00:00.000Z
IN,8,1704067200000,953000,2024-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z,2024-02-01T00:00:00.000Z
GB,9,1704067200000,935000,2024-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z,2024-02-01T00:00:00.000Z
NL,10,1704067200000,919000,2024-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z,2024-02-01T00:00:00.000Z
FR,11,1704067200000,880000,2024-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z,2024-02-01T00:00:00.000Z
SG,12,1704067200000,749000,2024-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z,2024-02-01T00:00:00.000Z
CA,13,1704067200000,679000,2024-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z,2024-02-01T00:00:00.000Z
ES,14,1704067200000,435000,2024-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z,2024-02-01T00:00:00.000Z
SK,15,1704067200000,418000,2024-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z,2024-02-01T00:00:00.000Z
AT,16,1704067200000,349000,2024-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z,2024-02-01T00:00:00.000Z
IE,17,1704067200000,347000,2024-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z,2024-02-01T00:00:00.000Z
RO,18,1704067200000,296000,2024-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z,2024-02-01T00:00:00.000Z
SE,19,1704067200000,291000,2024-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z,2024-02-01T00:00:00.000Z
CH,20,1704067200000,288000,2024-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z,2024-02-01T00:00:00.000Z
BE,21,1704067200000,285000,2024-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z,2024-02-01T00:00:00.000Z
NO,22,1704067200000,241000,2024-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z,2024-02-01T00:00:00.000Z
BG,23,1704067200000,237000,2024-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z,2024-02-01T00:00:00.000Z
FI,24,1704067200000,236000,2024-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z,2024-02-01T00:00:00.000Z
HU,25,1704067200000,207000,2024-01-01T00:00:00.000Z,2024-01-01T00:00:00.000Z,2024-02-01T00:00:00.000Z
