country,rank,timestamp,total.total,month,timeRange.start,timeRange.end
UA,1,1640995200000,62906000,2022-01-01T00:00:00.000Z,2022-01-01T00:00:00.000Z,2022-02-01T00:00:00.000Z
RU,2,1640995200000,1834000,2022-01-01T00:00:00.000Z,2022-01-01T00:00:00.000Z,2022-02-01T00:00:00.000Z
US,3,1640995200000,1503000,2022-01-01T00:00:00.000Z,2022-01-01T00:00:00.000Z,2022-02-01T00:00:00.000Z
PL,4,1640995200000,1101000,2022-01-01T00:00:00.000Z,2022-01-01T00:00:00.000Z,2022-02-01T00:00:00.000Z
DE,5,1640995200000,603000,2022-01-01T00:00:00.000Z,2022-01-01T00:00:00.000Z,2022-02-01T00:00:00.000Z
NL,6,1640995200000,421000,2022-01-01T00:00:00.000Z,2022-01-01T00:00:00.000Z,2022-02-01T00:00:00.000Z
FR,7,1640995200000,372000,2022-01-01T00:00:00.000Z,2022-01-01T00:00:00.000Z,2022-02-01T00:00:00.000Z
CZ,8,1640995200000,300000,2022-01-01T00:00:00.000Z,2022-01-01T00:00:00.000Z,2022-02-01T00:00:00.000Z
CA,9,1640995200000,268000,2022-01-01T00:00:00.000Z,2022-01-01T00:00:00.000Z,2022-02-01T00:00:00.000Z
GB,10,1640995200000,266000,2022-01-01T00:00:00.000Z,2022-01-01T00:00:00.000Z,2022-02-01T00:00:00.000Z
IT,11,1640995200000,228000,2022-01-01T00:00:00.000Z,2022-01-01T00:00:00.000Z,2022-02-01T00:00:00.000Z
--,12,1640995200000,192000,2022-01-01T00:00:00.000Z,2022-01-01T00:00:00.000Z,2022-02-01T00:00:00.000Z
BR,13,1640995200000,163000,2022-01-01T00:00:00.000Z,2022-01-01T00:00:00.000Z,2022-02-01T00:00:00.000Z
ES,14,1640995200000,152000,2022-01-01T00:00:00.000Z,2022-01-01T00:00:00.000Z,2022-02-01T00:00:00.000Z
ID,15,1640995200000,150000,2022-01-01T00:00:00.000Z,2022-01-01T00:00:00.000Z,2022-02-01T00:00:00.000Z
IR,16,1640995200000,123000,2022-01-01T00:00:00.000Z,2022-01-01T00:00:00.000Z,2022-02-01T00:00:00.000Z
SG,17,1640995200000,108000,2022-01-01T00:00:00.000Z,2022-01-01T00:00:00.000Z,2022-02-01T00:00:00.000Z
TW,18,1640995200000,107000,2022-01-01T00:00:00.000Z,2022-01-01T00:00:00.000Z,2022-02-01T00:00:00.000Z
SK,19,1640995200000,93000,2022-01-01T00:00:00.000Z,2022-01-01T00:00:00.000Z,2022-02-01T00:00:00.000Z
HK,20,1640995200000,88000,2022-01-01T00:00:00.000Z,2022-01-01T00:00:00.000Z,2022-02-01T00:00:00.000Z
RO,21,1640995200000,70000,2022-01-01T00:00:00.000Z,2022-01-01T00:00:00.000Z,2022-02-01T00:00:00.000Z
HU,22,1640995200000,67000,2022-01-01T00:00:00.000Z,2022-01-01T00:00:00.000Z,2022-02-01T00:00:00.000Z
BY,23,1640995200000,66000,2022-01-01T00:00:00.000Z,2022-01-01T00:00:00.000Z,2022-02-01T00:00:00.000Z
IL,24,1640995200000,65000,2022-01-01T00:00:00.000Z,2022-01-01T00:00:00.000Z,2022-02-01T00:00:00.000Z
MY,25,1640995200000,64000,2022-01-01T00:00:00.000Z,2022-01-01T00:00:00.000Z,2022-02-01T00:00:00.000Z
TR,26,1640995200000,64000,2022-01-01T00:00:00.000Z,2022-01-01T00:00:00.000Z,2022-02-01T00:00:00.000Z
AT,27,1640995200000,59000,2022-01-01T00:00:00.000Z,2022-01-01T00:00:00.000Z,2022-02-01T00:00:00.000Z
FI,28,1640995200000,54000,2022-01-01T00:00:00.000Z,2022-01-01T00:00:00.000Z,2022-02-01T00:00:00.000Z
JP,29,1640995200000,53000,2022-01-01T00:00:00.000Z,2022-01-01T00:00:00.000Z,2022-02-01T00:00:00.000Z
SE,30,1640995200000,49000,2022-01-01T00:00:00.000Z,2022-01-01T00:00:00.000Z,2022-02-01T00:00:00.000Z
MD,31,1640995200000,48000,2022-01-01T00:00:00.000Z,2022-01-01T00:00:00.000Z,2022-02-01T00:00:00.000Z
